Component,Department,Name,Title,Email,Street Address 1,Street Address 2,City,State,Zip code,Telephone,Fax
Defense Health Agency,Department of Defense,Dr. Marilynn Noble ,DHA FOIA Officer,DHA.FOIA@health.mil,DHA FOIA Requester Service Center,"7700 Arlington Blvd, Suite 5101",Falls Church,VA,22042-5101,703-681-3310 ,703-681-5138
Defense Health Agency,Department of Defense,Dr. Marilynn Noble ,Public Liaison,dha.foia@health.mil,DHA FOIA Requester Service Center,"7700 Arlington Blvd, Suite 5101",Falls Church,VA,22042-5101,(703) 681-3310,703-681-5138
Defense Information Systems Agency,Department of Defense,,,,Chief Information Office A3E23 ,6910 Cooper Ave. ,Ft. Meade,MD,20755-0549,301-225-6104,301-225-0510
Defense Information Systems Agency,Department of Defense,Major Robert B. Stirk,,disa.meade.gc.mbx.foia@mail.mil,Chief Information Office A3E23 ,6910 Cooper Ave. ,Ft. Meade,MD,20755-0549,(301) 225-6109,301-225-0510
Defense Intelligence Agency,Department of Defense,,,,ATTN: IMO-2 (FOIA),7400 Pentagon,Washington,DC,20301-7400,301-394-6253 ,301-394-5356
Defense Intelligence Agency,Department of Defense,C.C. Davison,FOIA Public Liaison,,ATTN: IMO-2 (FOIA),7400 Pentagon,Washington,DC,20301-7400,301-394-6253,301-394-5356
Defense Logistics Agency,Department of Defense,DLA FOIA Requester Service Center,,,Information Governance & Compliance/Attn: FOIA/Privacy,74 Washington Avenue North,Battle Creek,MI,49037,804-279-1420,703-767-6091
Defense Logistics Agency,Department of Defense,Judith Mansfield,Director of the DLA Information Governance and Compliance Division,judith.mansfield@dla.mil,Information Governance & Compliance/Attn: FOIA/Privacy,74 Washington Avenue North,Battle Creek,MI,49037,269-986-6964,703-767-6091
Defense Logistics Agency,Department of Defense,Tamara L. Jessen,FOIA Branch Chief,Tamara.Jessen@dla.mil,Information Governance & Compliance/Attn: FOIA/Privacy,74 Washington Avenue North,Battle Creek,MI,49037,804-279-1420,703-767-6091
Defense Technical Information Center,Department of Defense,,,,DTIC-R  ATTN: FOIA Requester Service Center,8725 John J. Kingman Road,Fort Belvoir,VA,22060-6218,571.448.9702,703-767-9201
Defense Technical Information Center,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,DTIC-R  ATTN: FOIA Requester Service Center,8725 John J. Kingman Road,Fort Belvoir,VA,22060-6218,571-372-0462,703-767-9201
Defense Threat Reduction Agency,Department of Defense,,,dtrafoiaprivacy@mail.mil,ATTN: IT-FOIA/PA,8725 John J. Kingman Road,Fort Belvoir,VA,22060-6201,703-767-1792,703-767-3623
Defense Threat Reduction Agency,Department of Defense,Eugene McGirt,FOIA Officer,dtrafoiaprivacy@mail.mil,ATTN: IT-FOIA/PA,8725 John J. Kingman Road,Fort Belvoir,VA,22060-6201,571-616-5162,703-767-3623
Defense Threat Reduction Agency,Department of Defense,Robert Turk,FOIA Public Liaison,dtrafoiaprivacy@mail.mil,ATTN: IT-FOIA/PA,8725 John J. Kingman Road,Fort Belvoir,VA,22060-6201,703-767-1792,703-767-3623
Department of Defense Education Activity,Department of Defense,,,,FOIA Requester Service Center,4800 Mark Center Drive,Alexandria,VA,22350-1400,571-372-1892,571-372-5829
Department of Defense Education Activity,Department of Defense,Rachel Swann,,foia@dodea.edu,FOIA Requester Service Center,4800 Mark Center Drive,Alexandria,VA,22350-1400,571-372-1890,571-372-5829
Department of Defense Education Activity,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,FOIA Requester Service Center,4800 Mark Center Drive,Alexandria,VA,22350-1400,571-372-0462,571-372-5829
Department of the Air Force,Department of Defense,,FOIA Public Liaison,DAF.FOIA@us.af.mil,SAF/AAII (FOIA),1000 Air Force Pentagon,Washington,DC,20330-1000,703-614-8500,
Department of the Air Force,Department of Defense,,,,SAF/AAII (FOIA),1000 Air Force Pentagon,Washington,DC,20330-1000,703-693-2735,
Department of the Army,Department of Defense,,,,U.S. Army Freedom of Information Act Office Records Management and Declassification Agency,9301 Chapek Rd. Bldg 1458,Fort Belvoir,VA,22060-5605,571-515-0306,
Department of the Army,Department of Defense,,,,U.S. Army Freedom of Information Act Office Records Management and Declassification Agency,9301 Chapek Rd. Bldg 1458,Fort Belvoir,VA,22060-5605,,
Department of the Army,Department of Defense,Crystle Poge,,usarmy.belvoir.hqda-esa.mbx.rmda-foia@army.mil,U.S. Army Freedom of Information Act Office Records Management and Declassification Agency,9301 Chapek Rd. Bldg 1458,Fort Belvoir,VA,22060-5605,(571) 515-0306,
Department of the Army,Department of Defense,Crystle Poge,,usarmy.belvoir.hqda-esa.mbx.rmda-foia-public-liaison@army.mil,U.S. Army Freedom of Information Act Office Records Management and Declassification Agency,9301 Chapek Rd. Bldg 1458,Fort Belvoir,VA,22060-5605,(571) 515-0306,
Department of the Navy,Department of Defense,,,usn.ncr.dns.mbx.don-foia-pa@us.navy.mil,"Chief of Naval Operations, DNS-36",2000 Navy Pentagon,Washington,DC,20350-2000,202-685-0412,202-685-6580
Department of the Navy,Department of Defense, Christopher Julka, FOIA Public Liaison,christopher.a.julka@navy.mil,"Chief of Naval Operations, DNS-36",2000 Navy Pentagon,Washington,DC,20350-2000,703-697-0031,202-685-6580
Joint Personnel Recovery Agency,Department of Defense,,,js.belvoir.jpra.mbx.foia-pa@mail.mil,FOIA Requester Service Center,10244 Burbeck Road,Fort Belvoir,VA,22060-5805,703-704-0637,(703) 704-3293
Joint Personnel Recovery Agency,Department of Defense,Helen Thorpe,Information Management Officer,js.belvoir.jpra.mbx.foia-pa@mail.mil,FOIA Requester Service Center,10244 Burbeck Road,Fort Belvoir,VA,22060-5805,(703) 704-2592,(703) 704-3293
Joint Personnel Recovery Agency,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,FOIA Requester Service Center,10244 Burbeck Road,Fort Belvoir,VA,22060-5805,571-372-0462,(703) 704-3293
National Geospatial-Intelligence Agency,Department of Defense,,,,7500 GEOINT Drive,Mail Stop N22-SISM,Springfield,VA,22150,571-557-4141,571-558-3117
National Geospatial-Intelligence Agency,Department of Defense,LaTrel Watson,,,7500 GEOINT Drive,Mail Stop N22-SISM,Springfield,VA,22150,571-557-4141 ,571-558-3117
National Guard Bureau,Department of Defense,,,,Office of Information and Privacy (NGB/JA-OIP),"111 South George Mason Drive, AH2",Arlington,VA,22204-1373,844-573-2939,703-607-3684
National Guard Bureau,Department of Defense,Angela Wiggins,FOIA Officer,ngb.foia@army.mil,Office of Information and Privacy (NGB/JA-OIP),"111 South George Mason Drive, AH2",Arlington,VA,22204-1373,,703-607-3684
National Guard Bureau,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,Office of Information and Privacy (NGB/JA-OIP),"111 South George Mason Drive, AH2",Arlington,VA,22204-1373,571-372-0462,703-607-3684
National Reconnaissance Office,Department of Defense,,,,ATTN: COMM/Information Review and Release Group,14675 Lee Road,Chantilly,VA,20151-1715,703-227-9326,703-227-9198
National Reconnaissance Office,Department of Defense,Carol Krumm ,,FOIA@nro.mil,ATTN: COMM/Information Review and Release Group,14675 Lee Road,Chantilly,VA,20151-1715,703-745-0600,703-227-9198
National Reconnaissance Office,Department of Defense,Carol Krumm ,FOIA Public Liaison ,FOIA@nro.mil,ATTN: COMM/Information Review and Release Group,14675 Lee Road,Chantilly,VA,20151-1715,703-745-0600,703-227-9198
National Security Agency,Department of Defense,Michelle Wood,,foiarsc@nsa.gov,9800 Savage Rd.,Suite 6932,Fort Meade,MD,20755-6932,301-688-6527,443-479-3612
National Security Agency,Department of Defense,Paula A. Gill,,foialo@nsa.gov,9800 Savage Rd.,Suite 6932,Fort Meade,MD,20755-6932,301-688-6527,443-479-3612
National Security Agency,Department of Defense,Paula A. Gill,,,9800 Savage Rd.,Suite 6932,Fort Meade,MD,20755-6932,301-688-6527,443-479-3612
Office of Inspector General,Department of Defense,Eric Powers,,foiarequests@dodig.mil,DoDIG FOIA ,"4800 Mark Center Drive, Suite 10B24",Alexandria,VA,22350-1500,866-993-7005,571-372-7498
Office of Inspector General,Department of Defense,Mark Dorgan,,foiapublicliaison@dodig.mil,DoDIG FOIA ,"4800 Mark Center Drive, Suite 10B24",Alexandria,VA,22350-1500,703-604-9785 ,571-372-7498
Office of the Secretary and Joint Staff,Department of Defense,,,,"OSD/JS FOIA Requester Service Center, Office of Freedom of Information",1155 Defense Pentagon,Washington,DC,20301-1155,866-574-4970,571-372-0500
Office of the Secretary and Joint Staff,Department of Defense,Stephanie Carr,Chief,whs.mc-alex.esd.mbx.osd-js-foia-requester-service-center@mail.mil,"OSD/JS FOIA Requester Service Center, Office of Freedom of Information",1155 Defense Pentagon,Washington,DC,20301-1155,1-866-574-4970,571-372-0500
Office of the Secretary and Joint Staff,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,"OSD/JS FOIA Requester Service Center, Office of Freedom of Information",1155 Defense Pentagon,Washington,DC,20301-1155,571-372-0462,571-372-0500
U.S. Africa Command,Department of Defense,,,,"HQ U.S. Africa Command, FOIA Requester Service Center",Unit 29951,APO,AE,09751,+490 711-729-4287,+490 711-729-4732
U.S. Africa Command,Department of Defense,Alan Mai,,,"HQ U.S. Africa Command, FOIA Requester Service Center",Unit 29951,APO,AE,09751,49 0 711 729 2731,+490 711-729-4732
U.S. Africa Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,"HQ U.S. Africa Command, FOIA Requester Service Center",Unit 29951,APO,AE,09751,571-372-0462,+490 711-729-4732
U.S. Central Command,Department of Defense,,,,United States Central Command J6-8-F (FOIA/PA),7115 South Boundary Boulevard,MacDill AFB,FL,33621-5101,813-529-6285,(813) 529-6076 
U.S. Central Command,Department of Defense,Cedrick Lowe,"Chief USCENTCOM FOIA, PA, MDR",centcom.macdill.centcom-hq.mbx.freedom-of-information-act@mail.mil,United States Central Command J6-8-F (FOIA/PA),7115 South Boundary Boulevard,MacDill AFB,FL,33621-5101,,(813) 529-6076 
U.S. Central Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,United States Central Command J6-8-F (FOIA/PA),7115 South Boundary Boulevard,MacDill AFB,FL,33621-5101,571-372-0462,(813) 529-6076 
U.S. Cyber Command,Department of Defense,,,,9800 Savage Road,,Fort Meade,MD,20755,,
U.S. Cyber Command,Department of Defense,Carmen A. Collins,FOIA Program Manager,CYBERCOM_FOIA@cybercom.mil,9800 Savage Road,,Fort Meade,MD,20755,(301) 688-3585,
U.S. Cyber Command,Department of Defense,Tonya Fuentes,,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,9800 Savage Road,,Fort Meade,MD,20755,571-372-0462,
U.S. European Command,Department of Defense,,,,FOIA Requester Service Center,Unit 30400,APO,AE,09131,+49011 711-680-7161,011.49.711.680.5197
U.S. European Command,Department of Defense,Gloria J. Duck,Acting FOIA Chief,eucom.stuttgart.ecj1.list.foia-privact-request-mb-access@mail.mil,FOIA Requester Service Center,Unit 30400,APO,AE,09131,324-412-1172,011.49.711.680.5197
U.S. European Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,FOIA Requester Service Center,Unit 30400,APO,AE,09131,571-372-0462,011.49.711.680.5197
U.S. Indo-Pacific Command ,Department of Defense,Brandon Bergmann,INDOPACOM FOIA Officer,indopacom.hmsmith.pcj6.mbx.foia@us.navy.mil,"USINDOPACOM, ATTN: J06 FOIA",BOX 64022,Camp Smith,HI,96861-4022,808-477-7774,808-447-6685
U.S. Indo-Pacific Command ,Department of Defense,Rose Greco,Command FOIA Program Manager,rose.k.greco.civ@us.navy.mil,"USINDOPACOM, ATTN: J06 FOIA",BOX 64022,Camp Smith,HI,96861-4022,808-477-0995,808-447-6685
U.S. Indo-Pacific Command ,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,"USINDOPACOM, ATTN: J06 FOIA",BOX 64022,Camp Smith,HI,96861-4022,571-372-0462,808-447-6685
U.S. Marine Corps,Department of Defense,,,,"FOIA/PA, Headquarters US Marine Corps (ARSF), FOIA/PA Section (ARSF)",3000 Marine Corps Pentagon,Washington,DC,20350-3000,703-614-4008,703-614-6287
U.S. Marine Corps,Department of Defense,,,,"FOIA/PA, Headquarters US Marine Corps (ARSF), FOIA/PA Section (ARSF)",3000 Marine Corps Pentagon,Washington,DC,20350-3000,,703-614-6287
U.S. Marine Corps,Department of Defense, Christopher Julka, FOIA Public Liaison,christopher.a.julka@navy.mil,"FOIA/PA, Headquarters US Marine Corps (ARSF), FOIA/PA Section (ARSF)",3000 Marine Corps Pentagon,Washington,DC,20350-3000,703-697-0031,703-614-6287
U.S. Northern Command,Department of Defense,,,,USNORTHCOM FOIA Requester Service Center,250 Vandenberg Street Suite B016,Peterson AFB,CO,80914-3804,719-556-2117,719-554-2619
U.S. Northern Command,Department of Defense,Rhonda Ross,FOIA and PA Manager,rhonda.n.ross.civ@mail.mil,USNORTHCOM FOIA Requester Service Center,250 Vandenberg Street Suite B016,Peterson AFB,CO,80914-3804,719-556-2117,719-554-2619
U.S. Northern Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,USNORTHCOM FOIA Requester Service Center,250 Vandenberg Street Suite B016,Peterson AFB,CO,80914-3804,571-372-0462,719-554-2619
U.S. Southern Command,Department of Defense,,,,Attn:  SCSJA-FOIA,9301 NW 33rd St.,Doral,FL,33172,305-437-1108,305-437-1320
U.S. Southern Command,Department of Defense,Marco Villalobos,FOIA Officer,southcom.miami.sc-cc.mbx.southcomfoia@mail.mil,Attn:  SCSJA-FOIA,9301 NW 33rd St.,Doral,FL,33172,305-437-1108,305-437-1320
U.S. Southern Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,Attn:  SCSJA-FOIA,9301 NW 33rd St.,Doral,FL,33172,571-372-0462,305-437-1320
U.S. Space Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,Office of the Staff Judge Advocate,150 Vandenberg Street,Peterson SFB ,CO,80914,571-372-0462,
U.S. Special Operations Command,Department of Defense,,,,HQ USSOCOM - SOCS-SJS-F/FOIA Requester Service Center,7701 Tampa Point Boulevard,MacDill AFB,FL,33621-5323,813-826-3296,813-826-5482
U.S. Special Operations Command,Department of Defense,Connie Rupp,SOCOM Acquisition FOIA Officer,FOIA@socom.mil,HQ USSOCOM - SOCS-SJS-F/FOIA Requester Service Center,7701 Tampa Point Boulevard,MacDill AFB,FL,33621-5323,813-826-3296,813-826-5482
U.S. Special Operations Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,HQ USSOCOM - SOCS-SJS-F/FOIA Requester Service Center,7701 Tampa Point Boulevard,MacDill AFB,FL,33621-5323,571-372-0462,813-826-5482
U.S. Strategic Command,Department of Defense,,,,USSTRATCOM/J006 (FOIA),900 SAC BLVD STE 2E20A,Offutt AFB,NE,68113,402-294-6321,402-294-7535
U.S. Strategic Command,Department of Defense,SSgt Cody Mattson,Command FOIA Manager,stratcom.offutt.j006.mbx.foia-pa@mail.mil,USSTRATCOM/J006 (FOIA),900 SAC BLVD STE 2E20A,Offutt AFB,NE,68113,(402) 912-0274,402-294-7535
U.S. Strategic Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,USSTRATCOM/J006 (FOIA),900 SAC BLVD STE 2E20A,Offutt AFB,NE,68113,571-372-0462,402-294-7535
U.S. Transportation Command,Department of Defense,,,,USTRANSCOM/TCJA-FO,508 Scott Drive,Scott AFB,IL,62225-5357,618-220-4100,(618) 256-8356
U.S. Transportation Command,Department of Defense,Patricia (Patti) Feist,"Chief, FOIA, Privacy, Civil Liberties, and MDR",transcom.scott.tcja.mbx.foia@mail.mil,USTRANSCOM/TCJA-FO,508 Scott Drive,Scott AFB,IL,62225-5357,618-817-4100,(618) 256-8356
U.S. Transportation Command,Department of Defense,Tonya Fuentes,FOIA Public Liaison,osd.mc-alex.oatsd-pclt.mbx.foia-liaison@mail.mil,USTRANSCOM/TCJA-FO,508 Scott Drive,Scott AFB,IL,62225-5357,571-372-0462,(618) 256-8356
United States Space Force,Department of Defense,,FOIA Requester Service Center,,SAF/AAII (FOIA),1000 Air Force Pentagon,Washington,DC,20330-1000,703-614-8500,
United States Space Force,Department of Defense,,FOIA Requester Service Center,,SAF/AAII (FOIA),1000 Air Force Pentagon,Washington,DC,20330-1000,703-614-8500,
